date,P,P_coverage,P_price,P_price_coverage,S,S_coverage,G,G_coverage,E,E_coverage,R_proxy,R_proxy_coverage,option_backtest_allowed,signal_close,ma20,adx14,realized_vol_20,range_condition,no_new_low_5
2016-08-10,0.0,0.7,0.0,0.35,66.60256410256409,0.65,75.44046495364303,0.8500000000000001,39.6869488536155,0.6000000000000001,51.19708994708994,0.7,False,4783.39,4699.030499999999,87.81278466670145,7.579515517724062,False,100.0
2016-08-11,0.0,0.7,0.0,0.35,65.82214082214081,0.65,74.82889337363305,0.8500000000000001,35.65476190476188,0.6000000000000001,52.0701058201058,0.7,False,4803.31,4709.3715,86.33647952460898,7.4359861327060335,False,100.0
2016-08-12,1.007180650037798,0.7,0.35903250188964503,0.35,61.730769230769205,0.65,75.08413867228691,0.8500000000000001,39.77513227513225,0.6000000000000001,51.68650793650793,0.7,False,4807.08,4720.234,84.96562474980882,7.331609110712467,False,100.0
2016-08-15,1.1621315192743815,0.7,0.35903250188964503,0.35,61.89560439560437,0.65,76.16419695883293,0.8500000000000001,37.506613756613724,0.6000000000000001,50.2116402116402,0.7,False,4827.12,4730.606,84.01799914043058,7.200805827658232,False,100.0
2016-08-16,3.473167044595622,0.7,1.2244897959183678,0.35,57.61294261294259,0.65,74.5354683615317,0.8500000000000001,45.864197530864175,0.6000000000000001,52.123015873015866,0.7,False,4797.19,4740.3015,82.49871551925528,7.5355880729963065,False,100.0
2016-08-17,3.287981859410437,0.7,0.975056689342404,0.35,55.878103378103354,0.65,72.39380695212151,0.8500000000000001,48.97045855379185,0.6000000000000001,54.953703703703695,0.7,False,4805.45,4747.714,79.83963020058566,6.619715973874772,False,100.0
2016-08-18,3.4939531368102856,0.7,1.6969009826152692,0.35,53.35673585673584,0.65,71.05992246859078,0.8500000000000001,55.414462081128725,0.6000000000000001,55.78042328042327,0.7,False,4808.68,4755.797,77.48742600317969,6.48055906555973,False,100.0
2016-08-19,1.6761148904006102,0.7,1.8178382464096756,0.35,54.9165649165649,0.65,71.44004071225187,0.8500000000000001,55.04188712522043,0.6000000000000001,52.29497354497354,0.7,False,4806.14,4762.800499999999,74.92638166010167,6.463290912885721,False,100.0
2016-08-22,2.020030234315954,0.7,3.3673469387755106,0.35,53.827838827838804,0.65,72.43265022436016,0.8500000000000001,57.8769841269841,0.6000000000000001,50.05291005291005,0.7,False,4808.56,4769.932,72.57425353382551,6.449432970378231,False,100.0
2016-08-23,1.7365835222978132,0.7,2.8004535147392295,0.35,53.423890923890916,0.65,72.73695771728019,0.8500000000000001,56.66446208112871,0.6000000000000001,50.27116402116402,0.7,False,4818.48,4777.2505,70.77636651022225,6.451874325776041,False,100.0
2016-08-24,3.478835978835985,0.7,3.6318972033257757,0.35,43.226495726495706,0.65,69.6372149603841,0.8500000000000001,59.66049382716046,0.6000000000000001,55.224867724867714,0.7,False,4783.49,4781.281,67.06677501141075,6.877125421485706,False,0.0
2016-08-25,5.958049886621322,0.7,4.1609977324263046,0.35,33.07997557997556,0.65,63.95605061881192,0.8500000000000001,62.5617283950617,0.6000000000000001,59.19312169312169,0.7,False,4775.43,4783.982,63.54239520910318,6.8325921944386705,False,0.0
2016-08-26,10.149281934996228,0.7,5.854119425547997,0.35,27.126577126577107,0.65,58.261849977512554,0.8500000000000001,67.54409171075834,0.6000000000000001,61.944444444444436,0.7,False,4783.69,4786.655000000001,60.87754592499705,6.829301575226397,False,100.0
2016-08-29,11.014739229024952,0.7,5.634920634920636,0.35,31.77960927960926,0.65,56.928293094062816,0.8500000000000001,66.22795414462077,0.6000000000000001,61.269841269841265,0.7,False,4791.09,4788.407499999999,58.403043018327075,6.595351482235989,False,100.0
2016-08-30,10.68594104308391,0.7,5.808767951625096,0.35,37.35551485551483,0.65,57.114118594674856,0.8500000000000001,66.7085537918871,0.6000000000000001,60.84656084656084,0.7,False,4775.99,4791.2465,55.049847020185055,6.02208093337351,False,100.0
2016-08-31,7.666288737717317,0.7,5.377928949357522,0.35,33.35571835571834,0.65,56.20814226191913,0.8500000000000001,66.41534391534388,0.6000000000000001,61.772486772486765,0.7,False,4771.05,4793.0824999999995,51.61512666598845,5.967154286199472,False,0.0
2016-09-01,5.304232804232812,0.7,4.372637944066516,0.35,34.39458689458687,0.65,55.026491220152906,0.8500000000000001,65.44532627865958,0.6000000000000001,63.16137566137565,0.7,False,4783.94,4795.089,48.83820543793832,5.997256064722386,False,100.0
2016-09-02,2.1560846560846625,0.7,2.3469387755102047,0.35,39.078144078144064,0.65,56.643042729847956,0.8500000000000001,59.45987654320984,0.6000000000000001,61.21693121693121,0.7,False,4798.74,4795.4655,47.03484504222299,4.9459407499094805,False,100.0
2016-09-06,0.9070294784580563,0.7,0.9297052154195015,0.35,49.877899877899864,0.65,60.89131675368393,0.8500000000000001,49.63624338624336,0.6000000000000001,58.39285714285713,0.7,False,4829.51,4797.704,45.65520480414432,5.394703763266135,False,100.0
2016-09-07,0.1681783824641027,0.7,0.33635676492819383,0.35,56.06532356532355,0.65,64.69248249502756,0.8500000000000001,39.46428571428569,0.6000000000000001,54.279100529100525,0.7,False,4831.86,4799.5095,44.639448241878526,5.351350680917556,False,100.0
2016-09-08,0.0,0.7,0.0,0.35,56.77146927146925,0.65,64.46859332698008,0.8500000000000001,36.71296296296293,0.6000000000000001,54.52380952380952,0.7,False,4804.0,4800.539999999999,42.74503062288835,5.693840577218709,False,100.0
2016-09-09,12.550018979235853,0.7,9.28371142785945,0.35,40.81298331298329,0.65,52.58503467789355,0.8500000000000001,51.48567019400349,0.6000000000000001,61.2037037037037,0.7,False,4681.53,4794.450999999999,41.31206831145755,10.593621044496974,False,0.0
2016-09-12,15.90413840478385,0.7,11.509712939575246,0.35,34.76190476190474,0.65,46.82068265238669,0.8500000000000001,63.90630511463841,0.6000000000000001,57.1031746031746,0.7,False,4764.65,4792.3295,40.428632270487824,12.558799750229577,False,100.0
2016-09-13,27.52889034857424,0.7,17.257327182409238,0.35,25.912698412698393,0.65,37.82879811254853,0.8500000000000001,76.1241181657848,0.6000000000000001,60.74074074074074,0.7,False,4722.84,4787.1155,39.608298803873076,12.771105454346085,False,100.0
2016-09-14,26.30983537887384,0.7,11.848695701058304,0.35,32.67602767602766,0.65,40.004381822297354,0.8500000000000001,75.44091710758373,0.6000000000000001,59.11375661375661,0.7,False,4746.06,4784.558999999999,38.352832432680266,12.78733023987968,False,100.0
2016-09-15,27.065693277588878,0.7,9.951492375283548,0.35,35.551485551485534,0.65,41.54189645306699,0.8500000000000001,70.50925925925922,0.6000000000000001,60.29761904761904,0.7,False,4819.9,4785.2815,35.70814972755292,13.993193924380234,False,100.0
2016-09-16,15.440941333798486,0.7,4.203878132449561,0.35,50.64407814407813,0.65,49.6287910710509,0.8500000000000001,54.609788359788325,0.6000000000000001,47.65873015873015,0.7,False,4818.05,4785.75,33.25237292993467,13.993360356972728,False,100.0
2016-09-19,5.995842781557073,0.7,0.328798185941044,0.35,57.65059015059014,0.65,54.05865517459542,0.8500000000000001,43.30467372134035,0.6000000000000001,37.347883597883595,0.7,False,4796.07,4785.2465,31.310497123142415,14.09160558032375,False,100.0
2016-09-20,1.8858654572940339,0.7,0.0,0.35,60.35816035816035,0.65,52.808504357473595,0.8500000000000001,37.61684303350967,0.6000000000000001,37.857142857142854,0.7,False,4805.22,4785.0795,29.507326731121033,14.107957232118828,False,100.0
2016-09-21,1.8858654572940339,0.7,0.0,0.35,61.54761904761904,0.65,55.30891992648602,0.8500000000000001,31.220238095238063,0.6000000000000001,36.67328042328042,0.7,False,4853.75,4786.843,28.615993376714496,14.545229498515502,False,100.0
2016-09-22,0.0,0.7,0.0,0.35,72.12148962148962,0.65,63.472096990505406,0.8500000000000001,22.34457671957669,0.6000000000000001,27.400793650793645,0.7,False,4891.36,4792.2365,28.491676900200247,14.471613252111764,False,100.0
2016-09-23,0.0,0.7,0.0,0.35,77.45726495726494,0.65,70.93400793118765,0.8500000000000001,22.889109347442652,0.6000000000000001,17.149470899470895,0.7,False,4858.91,4796.4105,27.711176581591513,14.705190460621417,False,100.0
2016-09-26,1.0336356764928243,0.7,0.1398337112622839,0.35,69.62454212454212,0.65,68.14437397614581,0.8500000000000001,33.34215167548498,0.6000000000000001,21.223544973544968,0.7,False,4817.17,4798.0845,25.953271860332794,15.080192364689044,False,100.0
2016-09-27,1.0336356764928243,0.7,0.1398337112622839,0.35,66.67073667073666,0.65,66.58629529095987,0.8500000000000001,37.746913580246876,0.6000000000000001,25.178571428571427,0.7,False,4866.71,4801.8655,24.956271344791976,15.482502514482851,False,100.0
2016-09-28,1.6402116402116453,0.7,0.28722600151171734,0.35,63.130850630850624,0.65,66.5582727046013,0.8500000000000001,38.359788359788325,0.6000000000000001,28.379629629629623,0.7,False,4875.27,4806.8295,24.202396636824528,15.413028891857259,False,100.0
2016-09-29,5.975056689342408,0.7,2.819349962207107,0.35,59.73341473341472,0.65,67.18928128037678,0.8500000000000001,43.21428571428569,0.6000000000000001,27.109788359788354,0.7,False,4838.3,4810.192000000001,22.73469991183882,15.70439674380411,False,100.0
2016-09-30,9.064625850340141,0.7,3.1557067271353003,0.35,53.75457875457874,0.65,66.02723586193333,0.8500000000000001,47.17151675485005,0.6000000000000001,28.08201058201057,0.7,False,4875.7,4814.780000000001,21.67967041666852,15.8877748063429,False,100.0
2016-10-03,8.45804988662132,0.7,3.008314436885867,0.35,52.67297517297516,0.65,63.08719032652772,0.8500000000000001,47.35449735449732,0.6000000000000001,30.27116402116401,0.7,False,4866.63,4818.1745,20.700000171153242,15.898423575866506,False,100.0
2016-10-04,6.160241874527595,0.7,1.6024187452758891,0.35,55.04985754985754,0.65,62.660415423191814,0.8500000000000001,43.81393298059962,0.6000000000000001,30.310846560846553,0.7,False,4859.47,4819.672500000001,20.20992319663015,15.771841665943917,False,100.0
2016-10-05,5.476190476190482,0.7,2.093726379440666,0.35,53.98962148962148,0.65,61.00934184592308,0.8500000000000001,44.38712522045852,0.6000000000000001,31.593915343915338,0.7,False,4877.75,4821.967,19.76403474985959,15.818209077613155,False,100.0
2016-10-06,5.476190476190482,0.7,2.093726379440666,0.35,52.395197395197386,0.65,59.82258559652533,0.8500000000000001,44.61419753086417,0.6000000000000001,31.48148148148147,0.7,False,4873.92,4825.463000000001,18.722238617930604,15.653642199683542,False,100.0
2016-10-07,3.8964474678760452,0.7,2.2448979591836746,0.35,52.847985347985336,0.65,60.422622393636026,0.8500000000000001,46.569664902998205,0.6000000000000001,35.350529100529094,0.7,False,4864.52,4834.6125,17.455337255563684,12.281749246210984,False,100.0
2016-10-10,1.4909297052154245,0.7,1.417233560090704,0.35,55.95136345136344,0.65,60.14909918630777,0.8500000000000001,42.88029100529098,0.6000000000000001,42.347883597883595,0.7,False,4893.77,4841.068499999999,16.788307653426386,10.907679231010052,False,100.0
2016-10-11,6.269841269841277,0.7,3.756613756613758,0.35,44.374236874236864,0.65,54.29727759587365,0.8500000000000001,52.329144620811256,0.6000000000000001,53.63756613756613,0.7,False,4821.91,4846.022,16.947281930131737,11.800976504026854,False,0.0
2016-10-12,12.41723356009071,0.7,5.242630385487531,0.35,33.09625559625558,0.65,46.99275316942314,0.8500000000000001,57.82297178130508,0.6000000000000001,60.44973544973544,0.7,False,4819.63,4849.700500000001,17.094900901358134,11.722468398727665,False,0.0
2016-10-13,22.56538170823886,0.7,9.276643990929708,0.35,17.60480260480259,0.65,37.290830752563714,0.8500000000000001,71.49691358024688,0.6000000000000001,68.4126984126984,0.7,False,4803.1,4848.860500000001,18.03231224883239,10.415702371540856,False,0.0
2016-10-14,26.09448223733939,0.7,10.476946334089194,0.35,20.910663410663393,0.65,34.42226373188985,0.8500000000000001,73.50529100529097,0.6000000000000001,71.66666666666666,0.7,False,4808.49,4848.382500000001,18.079436307923075,10.425011308470665,False,100.0
2016-10-17,28.24036281179139,0.7,12.42554799697657,0.35,19.908424908424895,0.65,32.648328063155276,0.8500000000000001,76.58289241622572,0.6000000000000001,74.48412698412697,0.7,False,4796.17,4848.3875,18.410123008381895,10.334722140869339,False,0.0
2016-10-18,19.961073318216183,0.7,8.667422524565383,0.35,30.181115181115164,0.65,35.28197050547994,0.8500000000000001,70.89726631393295,0.6000000000000001,72.07010582010581,0.7,False,4839.72,4850.1125,17.584647767344055,10.810996614684639,False,100.0
2016-10-19,11.79856386999245,0.7,5.418745275888135,0.35,35.687830687830676,0.65,37.988896422554255,0.8500000000000001,64.57451499118163,0.6000000000000001,69.14021164021163,0.7,False,4836.61,4849.2555,16.94896314148816,10.18436197112405,False,100.0
2016-10-20,2.0143613000755916,0.7,0.5668934240362823,0.35,49.33658933658932,0.65,41.864306859553494,0.8500000000000001,54.06084656084653,0.6000000000000001,63.690476190476176,0.7,False,4832.71,4846.322999999999,16.84593457025633,9.746885335720783,False,100.0
2016-10-21,0.14550264550265032,0.7,0.29100529100529177,0.35,54.13207163207162,0.65,44.80553458187928,0.8500000000000001,49.131393298059926,0.6000000000000001,59.84126984126983,0.7,False,4851.86,4845.9705,16.486921201562257,9.599313528235157,False,100.0
2016-10-24,0.0,0.7,0.0,0.35,62.58852258852258,0.65,50.5736487274443,0.8500000000000001,36.837522045855344,0.6000000000000001,54.57671957671957,0.7,False,4909.97,4850.6105,15.777397680026347,9.943868366637682,False,100.0
2016-10-25,0.0,0.7,0.0,0.35,65.82010582010581,0.65,52.560984902342334,0.8500000000000001,30.468474426807727,0.6000000000000001,55.9259259259259,0.7,False,4891.45,4851.8475,15.126803684191643,9.437078350856986,False,100.0
2016-10-26,0.5782312925170114,0.7,0.0,0.35,62.94464794464793,0.65,50.09115631180091,0.8500000000000001,29.73875661375658,0.6000000000000001,59.43783068783068,0.7,False,4860.59,4851.1135,14.449092824670004,9.699186948231617,False,100.0
2016-10-27,6.636054421768712,0.7,0.9289493575207873,0.35,50.310075229430055,0.775,41.888328874568515,0.8500000000000001,43.116903849662435,0.7250000000000001,68.09523809523809,0.7,False,4836.45,4851.021,14.114020576125219,9.474477491342133,False,100.0
2016-10-28,18.106487283782037,0.7,5.646081143527785,0.35,35.25743391166777,0.775,33.761960145280845,0.8500000000000001,54.20227262360879,0.7250000000000001,74.23280423280421,0.7,False,4805.59,4847.5154999999995,14.500936560748427,9.268866412383597,False,0.0
2016-10-31,32.25486800359133,0.7,11.920922704083631,0.35,25.161788816022668,0.775,27.797131414032567,0.8500000000000001,64.29247935174656,0.7250000000000001,80.68783068783068,0.7,False,4801.27,4844.2474999999995,14.860215689327118,9.25928898547272,False,0.0
2016-11-01,44.31400402965978,0.7,20.57434214851079,0.35,19.527411246161225,0.775,22.215191258347463,0.8500000000000001,70.23242063651543,0.7250000000000001,85.97751322751321,0.7,False,4766.94,4839.621000000001,16.330507039423708,9.540469833659198,False,0.0
2016-11-02,53.005825669284604,0.7,28.68360901052688,0.35,17.28884847565635,0.775,18.2987935877352,0.8500000000000001,76.95395671978274,0.7250000000000001,89.53439153439153,0.7,False,4726.91,4832.079,17.80846584306133,9.71969861449719,False,0.0
2016-11-03,60.713407425790045,0.7,38.17435831340925,0.35,16.422812234857304,0.775,13.830013380787562,0.8500000000000001,79.26432094799685,0.7250000000000001,91.92724867724866,0.7,False,4679.1,4822.338,19.658896944989827,10.175576487147818,False,0.0
2016-11-04,65.5194473159924,0.7,45.10843355866657,0.35,15.403472372600191,0.775,11.039982482286126,0.8500000000000001,80.94491066756707,0.7250000000000001,93.19047619047619,0.7,False,4660.46,4812.135,21.588379041723254,10.199301207760636,False,0.0
2016-11-07,58.23972271277162,0.7,39.39630105668459,0.35,25.946379954506327,0.775,12.772689503139846,0.8500000000000001,75.31165113055046,0.7250000000000001,89.12433862433859,0.7,False,4773.73,4806.133,21.404852563027603,13.625279063664578,False,100.0
2016-11-08,45.755921122669314,0.7,25.704586009510948,0.35,37.57475976319188,0.775,17.235866378723717,0.8500000000000001,67.66620736133159,0.7250000000000001,86.21560846560844,0.7,False,4804.92,4805.2835,20.30272788841741,12.904092294363839,False,100.0
2016-11-09,23.841992371931386,0.7,9.959117018995034,0.35,57.123382469247964,0.775,26.327867120991396,0.8500000000000001,53.513793488902735,0.7250000000000001,74.14682539682538,0.7,False,4825.18,4805.561,19.514676998255688,12.995342920067154,False,100.0
2016-11-10,17.78496237044247,0.7,9.95390055343217,0.35,64.09385524617234,0.775,28.421426240984065,0.8500000000000001,44.72525125208463,0.7250000000000001,71.43518518518518,0.7,False,4747.03,4802.757500000001,19.614890728483218,14.189140498843686,False,100.0
2016-11-11,14.290781922545259,0.7,14.499931192029285,0.35,69.05636627410819,0.775,30.123581249000086,0.8500000000000001,37.9289819376026,0.7250000000000001,66.60714285714285,0.7,False,4751.95,4799.9305,19.707946335123065,14.187833347282067,False,100.0
2016-11-14,24.28137416670245,0.7,26.971667456609726,0.35,56.16743471582179,0.775,25.984018144111968,0.8500000000000001,44.45083014048529,0.7250000000000001,72.1031746031746,0.7,False,4702.04,4795.224,20.24088770824174,14.610649204311699,False,0.0
2016-11-15,23.08643381705416,0.7,28.005823038492284,0.35,56.42686465267108,0.775,28.860926712470555,0.8500000000000001,47.975734355044665,0.7250000000000001,65.95238095238095,0.7,False,4764.47,4791.461499999999,20.129884304754096,15.061805573306625,False,100.0
2016-11-16,21.029142523962268,0.7,26.89199631020722,0.35,55.38697264503713,0.775,32.12177637142089,0.8500000000000001,51.85433475924591,0.8250000000000001,58.54497354497354,0.7,False,4792.27,4789.2445,19.705272789303145,15.241821521261453,False,100.0
2016-11-17,10.309592029838425,0.85,14.329557097780969,0.35,71.03871979275202,1.0,38.37692255719046,0.925,42.46949701557196,1.0,45.01322751322751,0.7,False,4826.59,4788.9385,18.664337577155052,15.475436704496609,False,100.0
2016-11-18,5.379099851277885,0.85,7.886515445167852,0.35,76.27285589982574,1.0,41.331425188288705,0.925,37.403388861226205,1.0,36.977513227513214,0.7,False,4808.04,4786.7475,17.44573109269587,15.457149640507833,False,100.0
2016-11-21,0.9801794135375715,0.85,2.3804357185912313,0.35,81.07347659409562,1.0,45.256048134787825,0.925,31.495094591663,1.0,27.67195767195766,0.7,False,4859.0,4784.1990000000005,16.50950995115176,15.317819720027279,False,100.0
2016-11-22,0.7000673687196445,0.85,1.7001636097476942,0.35,80.73277254505825,1.0,48.8238731856711,0.925,28.66279797842733,1.0,21.40873015873015,0.7,False,4873.84,4783.3185,16.03810642028808,15.314748461708161,False,100.0
2016-11-23,0.0,0.85,0.0,0.35,81.41629288866234,1.0,51.54984085638756,0.925,26.06905838981882,1.0,16.891534391534382,0.7,False,4853.86,4782.982,15.002295420429173,15.216399156538973,False,100.0
2016-11-25,0.0,0.85,0.0,0.35,82.9567500604869,1.0,52.82764425073686,0.925,24.255505163248596,1.0,15.859788359788348,0.7,False,4870.02,4784.6605,14.207091673940754,15.143905289187387,False,100.0
2016-11-28,0.0,0.85,0.0,0.35,81.01470495449252,1.0,51.515486876999006,0.925,28.107761939107473,1.0,19.589947089947078,0.7,False,4857.02,4787.232,13.655343570636893,14.980279554428257,False,100.0
2016-11-29,0.8512293806411498,0.85,0.4572940287225981,0.35,77.48122493424351,1.0,52.57550071300924,0.925,29.54970982177765,1.0,22.513227513227502,0.7,False,4873.21,4790.829,13.489627170380158,15.000381904614379,False,100.0
2016-11-30,4.377217553688147,0.85,4.900982615268328,0.35,67.0775603471695,1.0,49.052649401987274,0.925,40.28160786662207,1.0,24.94047619047618,0.7,False,4810.81,4793.0225,12.553048788927264,15.522374572473597,False,0.0
2016-12-01,13.534378123880714,0.85,17.302310591102586,0.35,55.567149828222604,1.0,42.569417066469576,0.925,52.5207777882116,1.0,30.436507936507933,0.7,False,4734.1,4793.3820000000005,13.170630841879131,16.307778048207027,False,0.0
2016-12-02,21.336980779292656,0.85,29.021707667322215,0.35,48.120924589476225,1.0,35.509654503614904,0.925,63.7463879202441,1.0,36.57407407407407,0.7,False,4739.37,4796.3955000000005,13.785819827897182,15.853333995370978,False,100.0
2016-12-05,22.647423235845167,0.85,32.65772551532163,0.35,50.5093806030431,1.0,34.95516901540042,0.925,64.60694908280708,1.0,38.66402116402116,0.7,False,4778.14,4802.2795,13.54741101950503,15.965577003279389,False,100.0
2016-12-06,17.306007565024863,0.85,27.414363043405043,0.35,57.61210478658625,1.0,38.58782354532099,0.925,59.91060376499752,1.0,35.879629629629626,0.7,False,4788.67,4803.0265,13.308497579902824,13.474191392180938,True,100.0
2016-12-07,9.09724244462693,0.85,15.23767193846282,0.35,64.90528275154233,1.0,43.45468764304286,0.925,49.88669170753733,1.0,32.10978835978835,0.7,False,4851.94,4805.3775000000005,12.779387847820702,14.085871271323777,True,100.0
2016-12-08,4.260811815027419,0.85,7.157965503917672,0.35,72.06775472070092,1.0,46.858603101062585,0.925,38.95799019714921,1.0,30.760582010582002,0.7,False,4859.19,4807.0779999999995,12.544204667597375,14.024246093669019,True,100.0
2016-12-09,0.44506691565515594,0.85,0.0,0.35,78.77452766698998,1.0,53.23971795396074,0.925,26.78526255019524,1.0,27.526455026455015,0.7,False,4895.9,4814.5215,12.784706443621847,12.777691148384903,True,100.0
2016-12-12,0.0,0.85,0.0,0.35,78.30665572322646,1.0,57.212021917243476,0.925,28.23914995375006,1.0,23.703703703703695,0.7,False,4874.3,4820.639,12.536090727524432,12.953351121987634,True,100.0
2016-12-13,2.4019607843137303,0.85,0.0,0.35,72.0480287230019,1.0,63.0432357569976,0.925,31.401508382011585,1.0,23.399470899470888,0.7,False,4935.84,4832.329,13.47372972443657,12.757542010497122,False,100.0
2016-12-14,5.40365528927621,0.85,0.0,0.35,63.756198273773386,1.0,64.30263031729781,0.925,41.59828505618393,1.0,25.681216931216923,0.7,False,4921.22,4840.1665,14.344394507283557,12.22233853783138,True,100.0
2016-12-15,7.555735633609065,0.85,0.0,0.35,60.67350962541664,1.0,66.32445676358063,0.925,41.854192760459235,1.0,28.234126984126974,0.7,False,4933.41,4847.2235,15.216405676315123,12.127528822919533,True,100.0
2016-12-16,5.267375845249277,0.85,0.2758881330309881,0.35,60.758587682303464,1.0,63.94257504570501,0.925,47.19493017887752,1.0,25.515873015873,0.7,False,4914.86,4851.637000000001,15.322982055462468,12.068422123505156,True,100.0
2016-12-19,2.7792200891196637,0.85,0.2758881330309881,0.35,63.356686310784035,1.0,64.6375236506919,0.925,43.238251020925304,1.0,20.667989417989407,0.7,False,4934.85,4857.977499999999,15.588992265669614,11.97943396114169,True,100.0
2016-12-20,1.9682905842075449,0.85,0.6198034769463323,0.35,64.71865474314343,1.0,64.97101502509926,0.925,41.89035533141964,1.0,17.817460317460306,0.7,False,4953.8,4862.7175,15.83600174657625,11.517117277737865,True,100.0
2016-12-21,3.450676820355751,0.85,0.3439153439153419,0.35,65.59602042299856,1.0,65.45685172213972,0.925,38.19333927526009,1.0,18.743386243386237,0.7,False,4948.9,4866.4705,15.9120563029355,11.510505861267253,True,100.0
2016-12-22,6.67888764491546,0.85,1.330309901738471,0.35,62.436941648681454,1.0,64.31713823013213,0.925,43.25892211759242,1.0,20.436507936507926,0.7,False,4934.39,4870.497,15.40089871554924,11.452050110262833,True,100.0
2016-12-23,8.847201197312057,0.85,0.9863945578231266,0.35,57.6085661004137,1.0,63.33527688396717,0.925,47.16583648842269,1.0,21.058201058201046,0.7,False,4940.02,4873.997,14.926252384404854,11.415444990982751,True,100.0
2016-12-27,11.120781767361985,0.85,0.9863945578231265,0.35,54.1469456271447,1.0,63.275582585157004,0.925,47.31498951410558,1.0,24.993386243386237,0.7,False,4965.81,4879.436500000001,15.526300112827132,11.446565890767282,True,100.0
2016-12-28,13.679997024346006,0.85,2.112622826908539,0.35,45.455946238883655,1.0,59.72877727731275,0.925,51.126819699921555,1.0,32.96957671957671,0.7,False,4926.29,4882.0905,15.406264604182777,11.853205356312074,True,0.0
2016-12-29,17.342717745890255,0.85,4.293272864701433,0.35,37.16980241465478,1.0,56.16829995940273,0.925,56.84379901901254,1.0,43.8558201058201,0.7,False,4918.28,4887.464,14.815749643328786,10.797629911671207,True,0.0
2016-12-30,22.029147544066564,0.85,9.45905769715293,0.35,26.470828471548643,1.0,49.32974101297404,0.925,68.32293199244317,1.0,56.07142857142856,0.7,False,4863.62,4893.94,14.316489769606216,9.881742900192467,True,0.0
2017-01-03,22.557946877419976,0.85,9.496850592088682,0.35,29.41167801925303,1.0,49.394384281888854,0.925,67.71589006483674,1.0,61.08465608465608,0.7,False,4911.33,4902.538,13.814144413772512,10.324149682472434,True,100.0
2017-01-04,19.39086735239302,0.85,9.44394053917863,0.35,37.34804038328942,1.0,50.35541021805313,0.925,63.69018876574716,1.0,60.49603174603174,0.7,False,4937.2,4910.491,12.935211298283956,10.13557437951239,True,100.0
