date,strategy_name,state,event_id,event_active,P,S,G,E,R_proxy,R_put,R_call,I,I_need,I_affordability,target_asset_weight,executed_asset_weight,asset_return,cash_return,turnover,transaction_cost,base_portfolio_return,base_pnl,covered_call_pnl,cash_secured_put_pnl,insurance_pnl,assigned_inventory_pnl,execution_drag,call_premium_collected,csp_premium_collected,insurance_long_premium_paid,insurance_short_premium_collected,assigned_shares,assigned_market_value,assigned_weight,covered_call_contracts,covered_call_coverage,cash_secured_put_collateral,cash_secured_put_collateral_weight,insurance_contracts,portfolio_return,equity,effective_asset_weight,gross_return,drawdown
2016-08-08,QQQ_v0_3_Full,DATA_GUARD,0,False,0.01700680272109303,66.05311355311353,77.12260387764704,43.209876543209845,48.69708994708994,48.69708994708994,48.69708994708994,21.361105287836452,11.380503699478586,51.30291005291006,0.35,0.35,-0.0011132043158074145,5.7539682539682555e-06,0.0,0.0,-0.0003858814311675157,-194.791816459974,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,-0.0003858814311674674,504602.27984002134,0.35,-0.0003858814311674674,-0.0003858814311674674
2016-08-09,QQQ_v0_3_Full,DATA_GUARD,0,False,0.0,69.35083435083435,77.46334953044892,36.69091710758375,48.73677248677247,48.73677248677247,48.73677248677247,20.765790389816356,10.599978015345965,51.26322751322753,0.35,0.35,0.0023146163737677306,6.944444444444444e-06,0.0,0.0,0.0008146296197075945,411.06396332966176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0008146296197075742,505013.343803351,0.35,0.0008146296197075742,0.0
2016-08-10,QQQ_v0_3_Full,DATA_GUARD,0,False,0.0,66.60256410256409,75.44046495364303,39.6869488536155,51.19708994708994,51.19708994708994,51.19708994708994,20.29898080727149,10.797671058725303,48.80291005291006,0.35,0.35,-0.0025658569962366817,6.15079365079365e-06,0.0,0.0,-0.0008940519328098226,-451.5081561221374,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,-0.0008940519328097807,504561.8356472289,0.35,-0.0008940519328097807,-0.0008940519328097807
2016-08-11,QQQ_v0_3_Full,DATA_GUARD,0,False,0.0,65.82214082214081,74.82889337363305,35.65476190476188,52.0701058201058,52.0701058201058,52.0701058201058,19.6811357188201,10.26488289846207,47.9298941798942,0.35,0.35,0.004287429257417319,5.7539682539682555e-06,0.0,0.0,0.0015043403194611408,759.0327130254519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0015043403194612281,505320.86836025433,0.35,0.0015043403194612281,0.0
2016-08-12,QQQ_v0_3_Full,DATA_GUARD,0,False,1.007180650037798,61.730769230769205,75.08413867228691,39.77513227513225,51.68650793650793,51.68650793650793,51.68650793650793,20.77967983961159,11.60174243165143,48.31349206349207,0.35,0.35,0.000683060109289535,5.7539682539682555e-06,0.0,0.0,0.00024281111761641658,122.69752480145148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.00024281111761648155,505443.5658850558,0.35,0.00024281111761648155,0.0
2016-08-15,QQQ_v0_3_Full,DATA_GUARD,0,False,1.1621315192743815,61.89560439560437,76.16419695883293,37.506613756613724,50.2116402116402,50.2116402116402,50.2116402116402,21.680802308837613,12.311616482330216,49.7883597883598,0.35,0.35,0.00426621160409546,6.15079365079365e-06,0.0,0.0,0.0014971720773064268,756.7359934972968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0014971720773064856,506200.3018785531,0.35,0.0014971720773064856,0.0
2016-08-16,QQQ_v0_3_Full,DATA_GUARD,0,False,3.473167044595622,57.61294261294259,74.5354683615317,45.864197530864175,52.123015873015866,52.123015873015866,52.123015873015866,24.476464836385787,16.67629173951967,47.876984126984134,0.35,0.35,-0.005522514868309347,6.944444444444444e-06,0.0,0.0,-0.0019283663150193825,-976.1396107952445,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,-0.0019283663150193586,505224.16226775787,0.35,-0.0019283663150193586,-0.0019283663150193586
2016-08-17,QQQ_v0_3_Full,DATA_GUARD,0,False,3.287981859410437,55.878103378103354,72.39380695212151,48.97045855379185,54.953703703703695,54.953703703703695,54.953703703703695,23.711523352879375,16.5999323717404,45.046296296296305,0.35,0.35,0.0017941050832979144,5.357142857142857e-06,0.0,0.0,0.0006314189220114129,319.0080959132268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0006314189220113509,505543.1703636711,0.35,0.0006314189220113509,-0.0012981649999879163
2016-08-18,QQQ_v0_3_Full,DATA_GUARD,0,False,3.4939531368102856,53.35673585673584,71.05992246859078,55.414462081128725,55.78042328042327,55.78042328042327,55.78042328042327,24.23648839422279,17.57545895243814,44.21957671957673,0.35,0.35,0.0002558417192564111,6.547619047619047e-06,0.0,0.0,9.380055412069626e-05,47.4202295120459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,9.380055412067101e-05,505590.5905931831,0.35,9.380055412067101e-05,-0.0012044862144635626
2016-08-19,QQQ_v0_3_Full,DATA_GUARD,0,False,1.6761148904006102,54.9165649165649,71.44004071225187,55.04188712522043,52.29497354497354,52.29497354497354,52.29497354497354,21.918979918169732,13.323631072550821,47.70502645502646,0.35,0.35,-0.0002557762810129205,6.547619047619047e-06,0.0,0.0,-8.526574597356979e-05,-43.10955886414548,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,-8.526574597356174e-05,505547.481034319,0.35,-8.526574597356174e-05,-0.0012896492590215303
2016-08-22,QQQ_v0_3_Full,DATA_GUARD,0,False,2.020030234315954,53.827838827838804,72.43265022436016,57.8769841269841,50.05291005291005,50.05291005291005,50.05291005291005,23.006796126084435,14.026698185749265,49.94708994708995,0.35,0.35,0.0007675251577690112,6.547619047619047e-06,0.0,0.0,0.00027288975760010625,137.95872955479962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.00027288975760009215,505685.43976387376,0.35,0.00027288975760009215,-0.0010171114334951437
2016-08-23,QQQ_v0_3_Full,DATA_GUARD,0,False,1.7365835222978132,53.423890923890916,72.73695771728019,56.66446208112871,50.27116402116402,50.27116402116402,50.27116402116402,21.89622804504739,12.61869206711786,49.72883597883598,0.35,0.35,0.001789518534299095,6.15079365079365e-06,0.0,0.0,0.000630329502877699,318.7484518588532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.00063032950287778,506004.18821573263,0.35,0.00063032950287778,-0.00038742304596162125
2016-08-24,QQQ_v0_3_Full,DATA_GUARD,0,False,3.478835978835985,43.226495726495706,69.6372149603841,59.66049382716046,55.224867724867714,55.224867724867714,55.224867724867714,20.9561712952043,13.016517635228306,44.775132275132286,0.35,0.35,-0.006464783940115737,6.547619047619047e-06,0.0,0.0,-0.0022584184266595557,-1142.7691826333205,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,-0.0022584184266595253,504861.4190330993,0.35,-0.0022584184266595253,-0.0026449665092752594
2016-08-25,QQQ_v0_3_Full,DATA_GUARD,0,False,5.958049886621322,33.07997557997556,63.95605061881192,62.5617283950617,59.19312169312169,59.19312169312169,59.19312169312169,22.441747012941264,16.320036581628912,40.80687830687831,0.35,0.35,-0.0016267123287670993,6.944444444444444e-06,0.0,0.0,-0.0005648354261795958,-285.16361478119615,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,-0.0005648354261796884,504576.2554183181,0.35,-0.0005648354261796884,-0.0032083079646694213
2016-08-26,QQQ_v0_3_Full,DATA_GUARD,0,False,10.149281934996228,27.126577126577107,58.261849977512554,67.54409171075834,61.944444444444436,61.944444444444436,61.944444444444436,28.620881066677967,25.47598957038543,38.055555555555564,0.35,0.35,0.0014578509561786746,7.738095238095238e-06,0.0,0.0,0.0005152775965672979,259.996840176878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0005152775965673317,504836.25225849496,0.35,0.0005152775965673317,-0.0026946835373191647
2016-08-29,QQQ_v0_3_Full,DATA_GUARD,0,False,11.014739229024952,31.77960927960926,56.928293094062816,66.22795414462077,61.269841269841265,61.269841269841265,61.269841269841265,29.177800760246946,25.993681436943017,38.730158730158735,0.35,0.35,0.0013700976194552794,8.134920634920636e-06,0.0,0.0,0.00048482186522204616,244.75565345167095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0004848218652220293,505081.0079119466,0.35,0.0004848218652220293,-0.002211168113595896
2016-08-30,QQQ_v0_3_Full,DATA_GUARD,0,False,10.68594104308391,37.35551485551483,57.114118594674856,66.7085537918871,60.84656084656084,60.84656084656084,60.84656084656084,29.287003956194482,25.998192223779586,39.15343915343916,0.35,0.35,-0.003249529673336693,7.738095238095238e-06,0.0,0.0,-0.0011323056237630806,-571.9060657146222,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,-0.0011323056237630968,504509.101846232,0.35,-0.0011323056237630968,-0.0033409700192689185
2016-08-31,QQQ_v0_3_Full,DATA_GUARD,0,False,7.666288737717317,33.35571835571834,56.20814226191913,66.41534391534388,61.772486772486765,61.772486772486765,61.772486772486765,23.617632148715906,18.747671789116797,38.227513227513235,0.35,0.35,-0.0010295126973233204,7.738095238095238e-06,0.0,0.0,-0.0003552996821584002,-179.2519235319862,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,-0.00035529968215841645,504329.8499227,0.35,-0.00035529968215841645,-0.0036950826558412864
2016-09-01,QQQ_v0_3_Full,DATA_GUARD,0,False,5.304232804232812,34.39458689458687,55.026491220152906,65.44532627865958,63.16137566137565,63.16137566137565,63.16137566137565,18.401324922944625,12.255558451051384,36.83862433862435,0.35,0.35,0.002576434215046275,7.738095238095238e-06,0.0,0.0,0.000906781737170958,457.3170974200745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0009067817371708475,504787.1670201201,0.35,0.0009067817371708475,-0.0027916515521401175
2016-09-02,QQQ_v0_3_Full,DATA_GUARD,0,False,2.1560846560846625,39.078144078144064,56.643042729847956,59.45987654320984,61.21693121693121,61.21693121693121,61.21693121693121,18.445738648446962,11.666628603573017,38.78306878306879,0.35,0.35,0.00325509679629965,7.738095238095238e-06,0.0,0.0,0.0011443136406096394,577.6348408258198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0011443136406095178,505364.8018609459,0.35,0.0011443136406095178,-0.001650532436481389
2016-09-06,QQQ_v0_3_Full,DATA_GUARD,0,False,0.9070294784580563,49.877899877899864,60.89131675368393,49.63624338624336,58.39285714285713,58.39285714285713,58.39285714285713,18.522526624268657,10.827654546643918,41.60714285714287,0.35,0.35,0.006232923497267562,7.738095238095238e-06,0.0,0.0,0.0021865529859484084,1105.006916502277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0021865529859483868,506469.80877744814,0.35,0.0021865529859483868,0.0
2016-09-07,QQQ_v0_3_Full,DATA_GUARD,0,False,0.1681783824641027,56.06532356532355,64.69248249502756,39.46428571428569,54.279100529100525,54.279100529100525,54.279100529100525,18.863559531712234,9.911112885316488,45.720899470899475,0.35,0.35,0.0005939753924479874,7.3412698412698415e-06,0.0,0.0,0.00021266321275362096,107.70749669732417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.00021266321275370537,506577.51627414546,0.35,0.00021266321275370537,0.0
2016-09-08,QQQ_v0_3_Full,DATA_GUARD,0,False,0.0,56.77146927146925,64.46859332698008,36.71296296296293,54.52380952380952,54.52380952380952,54.52380952380952,18.54132988533309,9.563043021713959,45.47619047619048,0.35,0.35,-0.005851424694708229,8.134920634920636e-06,0.0,0.0,-0.0020427109447351817,-1034.7914368499614,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,-0.002042710944735182,505542.7248372955,0.35,-0.002042710944735182,-0.002042710944735182
2016-09-09,QQQ_v0_3_Full,DATA_GUARD,0,False,12.550018979235853,40.81298331298329,52.58503467789355,51.48567019400349,61.2037037037037,61.2037037037037,61.2037037037037,25.639395919086425,21.253762460016468,38.7962962962963,0.35,0.35,-0.02516420711421996,8.53174603174603e-06,0.0,0.0,-0.008801926855056352,-4449.750086123755,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,-0.008801926855056319,501092.9747511717,0.35,-0.008801926855056319,-0.010826658007469958
2016-09-12,QQQ_v0_3_Full,DATA_GUARD,0,False,15.90413840478385,34.76190476190474,46.82068265238669,63.90630511463841,57.1031746031746,57.1031746031746,57.1031746031746,34.751575235953595,32.03649184899633,42.8968253968254,0.35,0.35,0.01793839691984589,8.53174603174603e-06,0.0,0.0,0.006283984556866696,3148.8605148907563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.00628398455686674,504241.83526606247,0.35,0.00628398455686674,-0.00461070800232477
2016-09-13,QQQ_v0_3_Full,DATA_GUARD,0,False,27.52889034857424,25.912698412698393,37.82879811254853,76.1241181657848,60.74074074074074,60.74074074074074,60.74074074074074,48.49404803827671,51.57231096461585,39.25925925925926,0.35,0.35,-0.008940084243101443,9.325396825396825e-06,0.0,0.0,-0.003122967977148997,-1574.7311042747529,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,-0.0031229679771489494,502667.1041617877,0.35,-0.0031229679771489494,-0.007719276886030468
2016-09-14,QQQ_v0_3_Full,DATA_GUARD,0,False,26.30983537887384,32.67602767602766,40.004381822297354,75.44091710758373,59.11375661375661,59.11375661375661,59.11375661375661,47.82697696327545,50.140554822286134,40.88624338624339,0.35,0.35,0.004770578541070325,8.928571428571428e-06,0.0,0.0,0.0016755060608031852,842.2217795894613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0016755060608031336,503509.3259413772,0.35,0.0016755060608031336,-0.00605670452043483
2016-09-15,QQQ_v0_3_Full,DATA_GUARD,0,False,27.065693277588878,35.551485551485534,41.54189645306699,70.50925925925922,60.29761904761904,60.29761904761904,60.29761904761904,47.888029806352165,50.61657942434256,39.70238095238096,0.35,0.35,0.015538674033149125,7.738095238095238e-06,0.0,0.0,0.005443565673506955,2740.886082985106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0054435656735070115,506250.2120243623,0.35,0.0054435656735070115,-0.0006461089157498989
2016-09-16,QQQ_v0_3_Full,DATA_GUARD,0,False,15.440941333798486,50.64407814407813,49.6287910710509,54.609788359788325,47.65873015873015,47.65873015873015,47.65873015873015,24.230213525844427,14.859861420702622,52.34126984126985,0.35,0.35,-0.00047713362801760084,6.15079365079365e-06,0.0,0.0,-0.0001629987539331444,-82.5181537383612,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,-0.00016299875393310792,506167.69387062395,0.35,-0.00016299875393310792,-0.0008090023547348002
2016-09-19,QQQ_v0_3_Full,DATA_GUARD,0,False,5.995842781557073,57.65059015059014,54.05865517459542,43.30467372134035,37.347883597883595,37.347883597883595,37.347883597883595,22.80396904592546,9.521253260528477,62.652116402116405,0.35,0.35,-0.004348196777218871,6.547619047619047e-06,0.0,0.0,-0.0015176129196456524,-768.1666317253043,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,-0.0015176129196456944,505399.5272388986,0.35,-0.0015176129196456944,-0.0023253875219549913
2016-09-20,QQQ_v0_3_Full,DATA_GUARD,0,False,1.8858654572940339,60.35816035816035,52.808504357473595,37.61684303350967,37.857142857142854,37.857142857142854,37.857142857142854,22.089740420178572,8.738701512619048,62.142857142857146,0.35,0.35,0.0018838842267512312,6.547619047619047e-06,0.0,0.0,0.0006636154317438833,335.3909254717962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0006636154317438692,505734.9181643704,0.35,0.0006636154317438692,-0.0016633152532554707
2016-09-21,QQQ_v0_3_Full,DATA_GUARD,0,False,1.8858654572940339,61.54761904761904,55.30891992648602,31.220238095238063,36.67328042328042,36.67328042328042,36.67328042328042,21.96003651834048,8.17114216554745,63.32671957671958,0.35,0.35,0.009829059829059794,6.547619047619047e-06,0.0,0.0,0.00344442689255188,1741.9669526278817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.003444426892551755,507476.8851169983,0.35,0.003444426892551755,0.0
2016-09-22,QQQ_v0_3_Full,DATA_GUARD,0,False,0.0,72.12148962148962,63.472096990505406,22.34457671957669,27.400793650793645,27.400793650793645,27.400793650793645,23.969139311493816,7.7591169655896355,72.59920634920636,0.35,0.35,0.007955988150655902,3.3730158730158734e-06,0.0,0.0,0.0027867883130470255,1414.2306525855588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0027867883130470172,508891.11576958385,0.35,0.0027867883130470172,0.0
2016-09-23,QQQ_v0_3_Full,DATA_GUARD,0,False,0.0,77.45726495726494,70.93400793118765,22.889109347442652,17.149470899470895,17.149470899470895,17.149470899470895,27.028692592273373,8.42141375618813,82.8505291005291,0.35,0.35,-0.006381728104794759,1.7857142857142853e-06,0.0,0.0,-0.0022324441223924513,-1136.070980337544,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,-0.0022324441223925406,507755.0447892463,0.35,-0.0022324441223925406,-0.0022324441223925406
2016-09-26,QQQ_v0_3_Full,DATA_GUARD,0,False,1.0336356764928243,69.62454212454212,68.14437397614581,33.34215167548498,21.223544973544968,21.223544973544968,21.223544973544968,26.783569845976157,9.452608119149863,78.77645502645504,0.35,0.35,-0.008366432857263573,1.7857142857142853e-06,0.0,0.0,-0.002927090785756536,-1486.2451130240001,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,-0.002927090785756592,506268.79967622226,0.35,-0.002927090785756592,-0.005153000341528657
2016-09-27,QQQ_v0_3_Full,DATA_GUARD,0,False,1.0336356764928243,66.67073667073666,66.58629529095987,37.746913580246876,25.178571428571427,25.178571428571427,25.178571428571427,26.09775708253695,9.856533252906415,74.82142857142857,0.35,0.35,0.009885801943071426,4.563492063492064e-06,0.0,0.0,0.0034629969499162683,1753.207309116528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0034629969499162527,508022.0069853388,0.35,0.0034629969499162527,-0.0017078482160780561
2016-09-28,QQQ_v0_3_Full,DATA_GUARD,0,False,1.6402116402116453,63.130850630850624,66.5582727046013,38.359788359788325,28.379629629629623,28.379629629629623,28.379629629629623,25.350969907249624,9.927836419542704,71.62037037037038,0.35,0.35,0.0016877637130801038,4.9603174603174595e-06,0.0,0.0,0.0005939415059272425,301.73535587305224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0005939415059272868,508323.7423412119,0.35,0.0005939415059272868,-0.001114921072092101
2016-09-29,QQQ_v0_3_Full,DATA_GUARD,0,False,5.975056689342408,59.73341473341472,67.18928128037678,43.21428571428569,27.109788359788354,27.109788359788354,27.109788359788354,32.86513427667144,19.52344182215804,72.89021164021165,0.35,0.35,-0.007245155855096885,5.357142857142857e-06,0.0,0.0,-0.002532322406426767,-1287.2396024493576,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,-0.002532322406426757,507036.50273876253,0.35,-0.002532322406426757,-0.0036444201389066455
2016-09-30,QQQ_v0_3_Full,DATA_GUARD,0,False,9.064625850340141,53.75457875457874,66.02723586193333,47.17151675485005,28.08201058201057,28.08201058201057,28.08201058201057,36.38427209578252,24.53969965504689,71.91798941798943,0.35,0.35,0.00746775288526802,4.9603174603174595e-06,0.0,0.0,0.002616937716193013,1326.8829475036696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0026169377161928686,508363.3856862662,0.35,0.0026169377161928686,-0.001037019643228776
